ETH_ID,PPL_ID,FLG_ID,nom_ethnie,fichier_ETH_canonique,priorite
ETH_EWE_EWE_DU_TOGO,PPL_EWE,FLG_NIGERCONGO,Ewe du Togo,dataset/source/afrik/ethnies/PPL_EWE/ETH_EWE_EWE_DU_TOGO.txt,normal
ETH_EWE_EWE_DU_BENIN_MONO_COUFFO,PPL_EWE,FLG_NIGERCONGO,"Ewe du Bénin (Mono, Couffo)",dataset/source/afrik/ethnies/PPL_EWE/ETH_EWE_EWE_DU_BENIN_MONO_COUFFO.txt,normal
ETH_EWONDO_EWONDO_URBAINS,PPL_EWONDO,FLG_NIGERCONGO,Ewondo urbains,dataset/source/afrik/ethnies/PPL_EWONDO/ETH_EWONDO_EWONDO_URBAINS.txt,normal
ETH_EWONDO_EWONDO_RURAUX,PPL_EWONDO,FLG_NIGERCONGO,Ewondo ruraux,dataset/source/afrik/ethnies/PPL_EWONDO/ETH_EWONDO_EWONDO_RURAUX.txt,normal
ETH_FANG_FANG_DU_GABON,PPL_FANG,FLG_NIGERCONGO,Fang du Gabon,dataset/source/afrik/ethnies/PPL_FANG/ETH_FANG_FANG_DU_GABON.txt,normal
ETH_FANG_FANG_DE_GUINEE_EQUATORIALE,PPL_FANG,FLG_NIGERCONGO,Fang de Guinée équatoriale,dataset/source/afrik/ethnies/PPL_FANG/ETH_FANG_FANG_DE_GUINEE_EQUATORIALE.txt,normal
ETH_FANG_FANG_DU_CAMEROUN,PPL_FANG,FLG_NIGERCONGO,Fang du Cameroun,dataset/source/afrik/ethnies/PPL_FANG/ETH_FANG_FANG_DU_CAMEROUN.txt,normal
ETH_FANG_EQGUINEE_FANG_DE_GUINEE_EQUATORIALE,PPL_FANG_EQGUINEE,FLG_NIGERCONGO,Fang de Guinée équatoriale,dataset/source/afrik/ethnies/PPL_FANG_EQGUINEE/ETH_FANG_EQGUINEE_FANG_DE_GUINEE_EQUATORIALE.txt,normal
ETH_FANG_GABON_FANG_DU_GABON,PPL_FANG_GABON,FLG_NIGERCONGO,Fang du Gabon,dataset/source/afrik/ethnies/PPL_FANG_GABON/ETH_FANG_GABON_FANG_DU_GABON.txt,normal
ETH_FANTE_FANTE_DU_CENTRAL,PPL_FANTE,FLG_NIGERCONGO,Fante du Central,dataset/source/afrik/ethnies/PPL_FANTE/ETH_FANTE_FANTE_DU_CENTRAL.txt,normal
ETH_FANTE_FANTE_DU_WESTERN,PPL_FANTE,FLG_NIGERCONGO,Fante du Western,dataset/source/afrik/ethnies/PPL_FANTE/ETH_FANTE_FANTE_DU_WESTERN.txt,normal
ETH_FON_FON_D_ABOMEY,PPL_FON,FLG_BENOUECONGO,Fon d’Abomey,dataset/source/afrik/ethnies/PPL_FON/ETH_FON_FON_D_ABOMEY.txt,normal
ETH_FON_FON_DE_PORTO_NOVO,PPL_FON,FLG_BENOUECONGO,Fon de Porto-Novo,dataset/source/afrik/ethnies/PPL_FON/ETH_FON_FON_DE_PORTO_NOVO.txt,normal
ETH_FORROS_FORROS_DE_SAO_TOME,PPL_FORROS,FLG_CREOLE,Forros de São Tomé,dataset/source/afrik/ethnies/PPL_FORROS/ETH_FORROS_FORROS_DE_SAO_TOME.txt,normal
ETH_FORROS_FORROS_DE_PRINCIPE,PPL_FORROS,FLG_CREOLE,Forros de Príncipe,dataset/source/afrik/ethnies/PPL_FORROS/ETH_FORROS_FORROS_DE_PRINCIPE.txt,normal
ETH_FRAFRA_FRAFRA_DU_GHANA,PPL_FRAFRA,FLG_NIGERCONGO,Frafra du Ghana,dataset/source/afrik/ethnies/PPL_FRAFRA/ETH_FRAFRA_FRAFRA_DU_GHANA.txt,normal
ETH_FRAFRA_FRAFRA_DU_BURKINA_FASO,PPL_FRAFRA,FLG_NIGERCONGO,Frafra du Burkina Faso,dataset/source/afrik/ethnies/PPL_FRAFRA/ETH_FRAFRA_FRAFRA_DU_BURKINA_FASO.txt,normal
ETH_FULA_FUL_E_TORO_E_FOUTA_TORO_SENEGAL_MAURITANIE,PPL_FULA,FLG_NIGERCONGO,"Fulɓe Toroɓe (Fouta Toro, Sénégal/Mauritanie)",dataset/source/afrik/ethnies/PPL_FULA/ETH_FULA_FUL_E_TORO_E_FOUTA_TORO_SENEGAL_MAURITANIE.txt,normal
ETH_FULA_FUL_E_WODAABE_NIGER_NIGERIA_CAMEROUN,PPL_FULA,FLG_NIGERCONGO,"Fulɓe Wodaabe (Niger, Nigeria, Cameroun)",dataset/source/afrik/ethnies/PPL_FULA/ETH_FULA_FUL_E_WODAABE_NIGER_NIGERIA_CAMEROUN.txt,normal
ETH_FULA_FUL_E_JALOO_E_FOUTA_DJALLON_GUINEE,PPL_FULA,FLG_NIGERCONGO,"Fulɓe Jalooɓe (Fouta Djallon, Guinée)",dataset/source/afrik/ethnies/PPL_FULA/ETH_FULA_FUL_E_JALOO_E_FOUTA_DJALLON_GUINEE.txt,normal
ETH_FULA_FUL_E_KUNIARI,PPL_FULA,FLG_NIGERCONGO,Fulɓe Kuniari,dataset/source/afrik/ethnies/PPL_FULA/ETH_FULA_FUL_E_KUNIARI.txt,normal
ETH_FULA_FUL_E_MBORORO_PASTEURS_NOMADES_CAMEROUN_TCHAD_RCA,PPL_FULA,FLG_NIGERCONGO,"Fulɓe Mbororo (pasteurs nomades, Cameroun, Tchad, RCA)",dataset/source/afrik/ethnies/PPL_FULA/ETH_FULA_FUL_E_MBORORO_PASTEURS_NOMADES_CAMEROUN_TCHAD_RCA.txt,normal
ETH_FULA_FUL_E_ADAMAWA_NIGERIA_CAMEROUN,PPL_FULA,FLG_NIGERCONGO,"Fulɓe Adamawa (Nigeria, Cameroun)",dataset/source/afrik/ethnies/PPL_FULA/ETH_FULA_FUL_E_ADAMAWA_NIGERIA_CAMEROUN.txt,normal
ETH_FULA_FUL_E_SOKOTO_NIGERIA,PPL_FULA,FLG_NIGERCONGO,Fulɓe Sokoto (Nigeria),dataset/source/afrik/ethnies/PPL_FULA/ETH_FULA_FUL_E_SOKOTO_NIGERIA.txt,normal
ETH_FULANI_FUL_E_TORO_E,PPL_FULANI,FLG_ATLANTIQUE,Fulɓe Toroɓe,dataset/source/afrik/ethnies/PPL_FULANI/ETH_FULANI_FUL_E_TORO_E.txt,normal
ETH_FULANI_FUL_E_WODAABE,PPL_FULANI,FLG_ATLANTIQUE,Fulɓe Wodaabe,dataset/source/afrik/ethnies/PPL_FULANI/ETH_FULANI_FUL_E_WODAABE.txt,normal
ETH_FULANI_FUL_E_JALOO_E,PPL_FULANI,FLG_ATLANTIQUE,Fulɓe Jalooɓe,dataset/source/afrik/ethnies/PPL_FULANI/ETH_FULANI_FUL_E_JALOO_E.txt,normal
ETH_FULANI_FUL_E_KUNIARI,PPL_FULANI,FLG_ATLANTIQUE,Fulɓe Kuniari,dataset/source/afrik/ethnies/PPL_FULANI/ETH_FULANI_FUL_E_KUNIARI.txt,normal
ETH_FULANI_FUL_E_MBORORO_PASTEURS_NOMADES,PPL_FULANI,FLG_ATLANTIQUE,Fulɓe Mbororo (pasteurs nomades),dataset/source/afrik/ethnies/PPL_FULANI/ETH_FULANI_FUL_E_MBORORO_PASTEURS_NOMADES.txt,normal
ETH_FULA_FORET_FUL_E_DES_ZONES_FORESTIERES,PPL_FULA_FORET,FLG_NIGERCONGO,Fulɓe des zones forestières,dataset/source/afrik/ethnies/PPL_FULA_FORET/ETH_FULA_FORET_FUL_E_DES_ZONES_FORESTIERES.txt,normal
ETH_FULA_NOMADES_FUL_E_MBORORO_PASTEURS_NOMADES,PPL_FULA_NOMADES,FLG_NIGERCONGO,Fulɓe Mbororo (pasteurs nomades),dataset/source/afrik/ethnies/PPL_FULA_NOMADES/ETH_FULA_NOMADES_FUL_E_MBORORO_PASTEURS_NOMADES.txt,normal
ETH_FULA_NOMADES_FUL_E_WODAABE_PASTEURS_NOMADES,PPL_FULA_NOMADES,FLG_NIGERCONGO,Fulɓe Wodaabe (pasteurs nomades),dataset/source/afrik/ethnies/PPL_FULA_NOMADES/ETH_FULA_NOMADES_FUL_E_WODAABE_PASTEURS_NOMADES.txt,normal
ETH_FULA_SAHEL_FUL_E_TORO_E_FOUTA_TORO_SENEGAL_MAURITANIE,PPL_FULA_SAHEL,FLG_NIGERCONGO,"Fulɓe Toroɓe (Fouta Toro, Sénégal/Mauritanie)",dataset/source/afrik/ethnies/PPL_FULA_SAHEL/ETH_FULA_SAHEL_FUL_E_TORO_E_FOUTA_TORO_SENEGAL_MAURITANIE.txt,normal
ETH_FULA_SAHEL_FUL_E_DU_SAHEL_CENTRAL,PPL_FULA_SAHEL,FLG_NIGERCONGO,Fulɓe du Sahel central,dataset/source/afrik/ethnies/PPL_FULA_SAHEL/ETH_FULA_SAHEL_FUL_E_DU_SAHEL_CENTRAL.txt,normal
ETH_FULA_SAHEL_FUL_E_DU_SAHEL_ORIENTAL,PPL_FULA_SAHEL,FLG_NIGERCONGO,Fulɓe du Sahel oriental,dataset/source/afrik/ethnies/PPL_FULA_SAHEL/ETH_FULA_SAHEL_FUL_E_DU_SAHEL_ORIENTAL.txt,normal
ETH_FURU_FURU_DU_NORD,PPL_FURU,FLG_SOUDANIQUECENTRAL,Furu du Nord,dataset/source/afrik/ethnies/PPL_FURU/ETH_FURU_FURU_DU_NORD.txt,normal
ETH_FURU_FURU_DU_SUD,PPL_FURU,FLG_SOUDANIQUECENTRAL,Furu du Sud,dataset/source/afrik/ethnies/PPL_FURU/ETH_FURU_FURU_DU_SUD.txt,normal
ETH_GA_GA_MASHIE,PPL_GA,FLG_BENOUECONGO,Ga Mashie,dataset/source/afrik/ethnies/PPL_GA/ETH_GA_GA_MASHIE.txt,normal
ETH_GA_GA_DE_L_INTERIEUR_ABOKOBI_AMASAMAN,PPL_GA,FLG_BENOUECONGO,"Ga de l’intérieur (Abokobi, Amasaman)",dataset/source/afrik/ethnies/PPL_GA/ETH_GA_GA_DE_L_INTERIEUR_ABOKOBI_AMASAMAN.txt,normal
ETH_GABRA_GABRA_DU_KENYA,PPL_GABRA,FLG_COUCHITIQUE,Gabra du Kenya,dataset/source/afrik/ethnies/PPL_GABRA/ETH_GABRA_GABRA_DU_KENYA.txt,normal
ETH_GABRA_GABRA_D_ETHIOPIE_BORANA_ZONE,PPL_GABRA,FLG_COUCHITIQUE,Gabra d’Éthiopie (Borana zone),dataset/source/afrik/ethnies/PPL_GABRA/ETH_GABRA_GABRA_D_ETHIOPIE_BORANA_ZONE.txt,normal
ETH_GAMO_TRIBU_GAMO_NORD,PPL_GAMO,FLG_OMOTIQUE,Tribu Gamo nord,dataset/source/afrik/ethnies/PPL_GAMO/ETH_GAMO_TRIBU_GAMO_NORD.txt,normal
ETH_GAMO_GAMO_SUD,PPL_GAMO,FLG_OMOTIQUE,Gamo sud,dataset/source/afrik/ethnies/PPL_GAMO/ETH_GAMO_GAMO_SUD.txt,normal
ETH_GAMO_GROUPES_LACUSTRES_DU_SUD_OUEST,PPL_GAMO,FLG_OMOTIQUE,Groupes lacustres du sud-ouest,dataset/source/afrik/ethnies/PPL_GAMO/ETH_GAMO_GROUPES_LACUSTRES_DU_SUD_OUEST.txt,normal
ETH_GANDA_GROUPE_ETHNIQUE_BAGANDA,PPL_GANDA,FLG_NIGERCONGO,Groupe ethnique baganda,dataset/source/afrik/ethnies/PPL_GANDA/ETH_GANDA_GROUPE_ETHNIQUE_BAGANDA.txt,normal
ETH_GA_DANGME_GA_GA_MASHIE_GA_DE_L_INTERIEUR,PPL_GA_DANGME,FLG_NIGERCONGO,"Ga (Ga Mashie, Ga de l'intérieur)",dataset/source/afrik/ethnies/PPL_GA_DANGME/ETH_GA_DANGME_GA_GA_MASHIE_GA_DE_L_INTERIEUR.txt,normal
ETH_GA_DANGME_DANGME_ADA_KROBO_SHAI,PPL_GA_DANGME,FLG_NIGERCONGO,"Dangme (Ada, Krobo, Shai)",dataset/source/afrik/ethnies/PPL_GA_DANGME/ETH_GA_DANGME_DANGME_ADA_KROBO_SHAI.txt,normal
ETH_GBAGYI_GBAGYI_OGU,PPL_GBAGYI,FLG_NIGERCONGO,Gbagyi Ogu,dataset/source/afrik/ethnies/PPL_GBAGYI/ETH_GBAGYI_GBAGYI_OGU.txt,normal
ETH_GBAGYI_GBAGYI_NKWA,PPL_GBAGYI,FLG_NIGERCONGO,Gbagyi Nkwa,dataset/source/afrik/ethnies/PPL_GBAGYI/ETH_GBAGYI_GBAGYI_NKWA.txt,normal
ETH_GBAGYI_GBAGYI_DU_CENTRE_ET_DU_NORD,PPL_GBAGYI,FLG_NIGERCONGO,Gbagyi du centre et du nord,dataset/source/afrik/ethnies/PPL_GBAGYI/ETH_GBAGYI_GBAGYI_DU_CENTRE_ET_DU_NORD.txt,normal
ETH_GBELE_GBELE_DU_NORD,PPL_GBELE,FLG_MANDE,Gbélé du Nord,dataset/source/afrik/ethnies/PPL_GBELE/ETH_GBELE_GBELE_DU_NORD.txt,normal
ETH_GBELE_GBELE_DU_SUD,PPL_GBELE,FLG_MANDE,Gbélé du Sud,dataset/source/afrik/ethnies/PPL_GBELE/ETH_GBELE_GBELE_DU_SUD.txt,normal
ETH_GBODJIBO_GBODJIBO_DU_NORD,PPL_GBODJIBO,FLG_KROU,Gbodjibo du Nord,dataset/source/afrik/ethnies/PPL_GBODJIBO/ETH_GBODJIBO_GBODJIBO_DU_NORD.txt,normal
ETH_GBODJIBO_GBODJIBO_DU_SUD,PPL_GBODJIBO,FLG_KROU,Gbodjibo du Sud,dataset/source/afrik/ethnies/PPL_GBODJIBO/ETH_GBODJIBO_GBODJIBO_DU_SUD.txt,normal
ETH_GEDEO_GEDEO_DU_NORD,PPL_GEDEO,FLG_OMOTIQUE,Gedeo du nord,dataset/source/afrik/ethnies/PPL_GEDEO/ETH_GEDEO_GEDEO_DU_NORD.txt,normal
ETH_GEDEO_GEDEO_DU_SUD,PPL_GEDEO,FLG_OMOTIQUE,Gedeo du sud,dataset/source/afrik/ethnies/PPL_GEDEO/ETH_GEDEO_GEDEO_DU_SUD.txt,normal
ETH_GHOMARA_TRIBU_AIT_GHOMARA,PPL_GHOMARA,FLG_BERBERE,Tribu Aït Ghomara,dataset/source/afrik/ethnies/PPL_GHOMARA/ETH_GHOMARA_TRIBU_AIT_GHOMARA.txt,normal
ETH_GHOWA_G_OWA_DU_NORD,PPL_GHOWA,FLG_TUU,Gǀowa du Nord,dataset/source/afrik/ethnies/PPL_GHOWA/ETH_GHOWA_G_OWA_DU_NORD.txt,normal
ETH_GHOWA_G_OWA_DU_SUD,PPL_GHOWA,FLG_TUU,Gǀowa du Sud,dataset/source/afrik/ethnies/PPL_GHOWA/ETH_GHOWA_G_OWA_DU_SUD.txt,normal
ETH_GIZIGA_GIZIGA_NORD,PPL_GIZIGA,FLG_TCHADIQUE,Giziga Nord,dataset/source/afrik/ethnies/PPL_GIZIGA/ETH_GIZIGA_GIZIGA_NORD.txt,normal
ETH_GIZIGA_GIZIGA_SUD,PPL_GIZIGA,FLG_TCHADIQUE,Giziga Sud,dataset/source/afrik/ethnies/PPL_GIZIGA/ETH_GIZIGA_GIZIGA_SUD.txt,normal
ETH_GODIE_GODIE_DE_SASSANDRA,PPL_GODIE,FLG_KROU,Godié de Sassandra,dataset/source/afrik/ethnies/PPL_GODIE/ETH_GODIE_GODIE_DE_SASSANDRA.txt,normal
ETH_GOGO_WAGOGO_DU_NORD_MPWAPWA,PPL_GOGO,FLG_NIGERCONGO,Wagogo du Nord (Mpwapwa),dataset/source/afrik/ethnies/PPL_GOGO/ETH_GOGO_WAGOGO_DU_NORD_MPWAPWA.txt,normal
ETH_GOGO_WAGOGO_DU_SUD_MANYONI,PPL_GOGO,FLG_NIGERCONGO,Wagogo du Sud (Manyoni),dataset/source/afrik/ethnies/PPL_GOGO/ETH_GOGO_WAGOGO_DU_SUD_MANYONI.txt,normal
ETH_GOLA_GOLA_DE_L_EST,PPL_GOLA,FLG_NIGERCONGO,Gola de l'Est,dataset/source/afrik/ethnies/PPL_GOLA/ETH_GOLA_GOLA_DE_L_EST.txt,normal
ETH_GOLA_GOLA_DE_L_OUEST,PPL_GOLA,FLG_NIGERCONGO,Gola de l'Ouest,dataset/source/afrik/ethnies/PPL_GOLA/ETH_GOLA_GOLA_DE_L_OUEST.txt,normal
ETH_GONA_GONA_DU_NORD,PPL_GONA,FLG_KHOE,Gona du Nord,dataset/source/afrik/ethnies/PPL_GONA/ETH_GONA_GONA_DU_NORD.txt,normal
ETH_GONA_GONA_DU_SUD,PPL_GONA,FLG_KHOE,Gona du Sud,dataset/source/afrik/ethnies/PPL_GONA/ETH_GONA_GONA_DU_SUD.txt,normal
ETH_GREBO_GREBO_DU_LIBERIA,PPL_GREBO,FLG_KROU,Grebo du Libéria,dataset/source/afrik/ethnies/PPL_GREBO/ETH_GREBO_GREBO_DU_LIBERIA.txt,normal
ETH_GREBO_GREBO_DE_COTE_D_IVOIRE,PPL_GREBO,FLG_KROU,Grebo de Côte d'Ivoire,dataset/source/afrik/ethnies/PPL_GREBO/ETH_GREBO_GREBO_DE_COTE_D_IVOIRE.txt,normal
ETH_GUERE_WE_DU_NORD,PPL_GUERE,FLG_KROU,Wè du nord,dataset/source/afrik/ethnies/PPL_GUERE/ETH_GUERE_WE_DU_NORD.txt,normal
ETH_GUERE_WE_DU_SUD,PPL_GUERE,FLG_KROU,Wè du sud,dataset/source/afrik/ethnies/PPL_GUERE/ETH_GUERE_WE_DU_SUD.txt,normal
ETH_GURAGE_SODDO_GURAGE,PPL_GURAGE,FLG_SEMITIQUE,Soddo Gurage,dataset/source/afrik/ethnies/PPL_GURAGE/ETH_GURAGE_SODDO_GURAGE.txt,normal
ETH_GURAGE_SEBAT_BET_GURAGE,PPL_GURAGE,FLG_SEMITIQUE,Sebat Bet Gurage,dataset/source/afrik/ethnies/PPL_GURAGE/ETH_GURAGE_SEBAT_BET_GURAGE.txt,normal
ETH_GURAGE_KISTANE_SAYETE,PPL_GURAGE,FLG_SEMITIQUE,Kistane (Sayete),dataset/source/afrik/ethnies/PPL_GURAGE/ETH_GURAGE_KISTANE_SAYETE.txt,normal
ETH_GURMA_GURMA_DU_BURKINA_FASO,PPL_GURMA,FLG_NIGERCONGO,Gurma du Burkina Faso,dataset/source/afrik/ethnies/PPL_GURMA/ETH_GURMA_GURMA_DU_BURKINA_FASO.txt,normal
ETH_GURMA_GURMA_DU_TOGO,PPL_GURMA,FLG_NIGERCONGO,Gurma du Togo,dataset/source/afrik/ethnies/PPL_GURMA/ETH_GURMA_GURMA_DU_TOGO.txt,normal
ETH_GURMA_GURMA_DU_BENIN,PPL_GURMA,FLG_NIGERCONGO,Gurma du Bénin,dataset/source/afrik/ethnies/PPL_GURMA/ETH_GURMA_GURMA_DU_BENIN.txt,normal
ETH_GURMA_GURMA_DU_GHANA,PPL_GURMA,FLG_NIGERCONGO,Gurma du Ghana,dataset/source/afrik/ethnies/PPL_GURMA/ETH_GURMA_GURMA_DU_GHANA.txt,normal
ETH_GUWA_GUWA_DU_NORD,PPL_GUWA,FLG_TCHADIQUE,Guwa du Nord,dataset/source/afrik/ethnies/PPL_GUWA/ETH_GUWA_GUWA_DU_NORD.txt,normal
ETH_GUWA_GUWA_DU_SUD,PPL_GUWA,FLG_TCHADIQUE,Guwa du Sud,dataset/source/afrik/ethnies/PPL_GUWA/ETH_GUWA_GUWA_DU_SUD.txt,normal
ETH_GWANDARA_GWANDARA_DU_NORD,PPL_GWANDARA,FLG_TCHADIQUE,Gwandara du Nord,dataset/source/afrik/ethnies/PPL_GWANDARA/ETH_GWANDARA_GWANDARA_DU_NORD.txt,normal
ETH_GWANDARA_GWANDARA_DU_SUD,PPL_GWANDARA,FLG_TCHADIQUE,Gwandara du Sud,dataset/source/afrik/ethnies/PPL_GWANDARA/ETH_GWANDARA_GWANDARA_DU_SUD.txt,normal
ETH_HABESHA_AMHARA,PPL_HABESHA,FLG_SEMITIQUE,Amhara,dataset/source/afrik/ethnies/PPL_HABESHA/ETH_HABESHA_AMHARA.txt,normal
ETH_HABESHA_TIGREENS_TIGRAY,PPL_HABESHA,FLG_SEMITIQUE,Tigréens (Tigray),dataset/source/afrik/ethnies/PPL_HABESHA/ETH_HABESHA_TIGREENS_TIGRAY.txt,normal
ETH_HABESHA_TIGRE_ERYTHREE,PPL_HABESHA,FLG_SEMITIQUE,Tigré (Érythrée),dataset/source/afrik/ethnies/PPL_HABESHA/ETH_HABESHA_TIGRE_ERYTHREE.txt,normal
ETH_HABESHA_GURAGE,PPL_HABESHA,FLG_SEMITIQUE,Guragé,dataset/source/afrik/ethnies/PPL_HABESHA/ETH_HABESHA_GURAGE.txt,normal
ETH_HABESHA_ARGOBBA,PPL_HABESHA,FLG_SEMITIQUE,Argobba,dataset/source/afrik/ethnies/PPL_HABESHA/ETH_HABESHA_ARGOBBA.txt,normal
ETH_HABESHA_HARARI,PPL_HABESHA,FLG_SEMITIQUE,Harari,dataset/source/afrik/ethnies/PPL_HABESHA/ETH_HABESHA_HARARI.txt,normal
ETH_HABESHA_GAFAT_ETEINT,PPL_HABESHA,FLG_SEMITIQUE,Gafat (éteint),dataset/source/afrik/ethnies/PPL_HABESHA/ETH_HABESHA_GAFAT_ETEINT.txt,normal
ETH_HABESHA_GEEZ_ETEINT_LANGUE_LITURGIQUE,PPL_HABESHA,FLG_SEMITIQUE,"Geez (éteint, langue liturgique)",dataset/source/afrik/ethnies/PPL_HABESHA/ETH_HABESHA_GEEZ_ETEINT_LANGUE_LITURGIQUE.txt,normal
ETH_HADIYA_HADIYA_DU_CENTRE,PPL_HADIYA,FLG_COUCHITIQUE,Hadiya du centre,dataset/source/afrik/ethnies/PPL_HADIYA/ETH_HADIYA_HADIYA_DU_CENTRE.txt,normal
ETH_HADIYA_HADIYA_DU_SUD,PPL_HADIYA,FLG_COUCHITIQUE,Hadiya du sud,dataset/source/afrik/ethnies/PPL_HADIYA/ETH_HADIYA_HADIYA_DU_SUD.txt,normal
ETH_HAIOM_HAI_OM_DU_NORD,PPL_HAIOM,FLG_KHOE,Haiǁom du Nord,dataset/source/afrik/ethnies/PPL_HAIOM/ETH_HAIOM_HAI_OM_DU_NORD.txt,normal
ETH_HAIOM_HAI_OM_DU_SUD,PPL_HAIOM,FLG_KHOE,Haiǁom du Sud,dataset/source/afrik/ethnies/PPL_HAIOM/ETH_HAIOM_HAI_OM_DU_SUD.txt,normal
ETH_HARARI_HARARI_URBAINS_ADARE,PPL_HARARI,FLG_SEMITIQUE,Harari urbains (Adare),dataset/source/afrik/ethnies/PPL_HARARI/ETH_HARARI_HARARI_URBAINS_ADARE.txt,normal
ETH_HARARI_GROUPES_HARARI_DIASPORIQUES,PPL_HARARI,FLG_SEMITIQUE,Groupes harari diasporiques,dataset/source/afrik/ethnies/PPL_HARARI/ETH_HARARI_GROUPES_HARARI_DIASPORIQUES.txt,normal
ETH_HAUSA_KANO,PPL_HAUSA,FLG_TCHADIQUE,Kano,dataset/source/afrik/ethnies/PPL_HAUSA/ETH_HAUSA_KANO.txt,normal
ETH_HAUSA_KATSINA,PPL_HAUSA,FLG_TCHADIQUE,Katsina,dataset/source/afrik/ethnies/PPL_HAUSA/ETH_HAUSA_KATSINA.txt,normal
ETH_HAUSA_ZARIA_ZAZZAU,PPL_HAUSA,FLG_TCHADIQUE,Zaria (Zazzau),dataset/source/afrik/ethnies/PPL_HAUSA/ETH_HAUSA_ZARIA_ZAZZAU.txt,normal
ETH_HAVU_HAVU_DU_NORD,PPL_HAVU,FLG_BANTU,Havu du Nord,dataset/source/afrik/ethnies/PPL_HAVU/ETH_HAVU_HAVU_DU_NORD.txt,normal
ETH_HAVU_HAVU_DU_SUD,PPL_HAVU,FLG_BANTU,Havu du Sud,dataset/source/afrik/ethnies/PPL_HAVU/ETH_HAVU_HAVU_DU_SUD.txt,normal
ETH_HAYA_HAYA_DU_NORD,PPL_HAYA,FLG_NIGERCONGO,Haya du Nord,dataset/source/afrik/ethnies/PPL_HAYA/ETH_HAYA_HAYA_DU_NORD.txt,normal
ETH_HAYA_HAYA_DU_SUD,PPL_HAYA,FLG_NIGERCONGO,Haya du Sud,dataset/source/afrik/ethnies/PPL_HAYA/ETH_HAYA_HAYA_DU_SUD.txt,normal
ETH_HEHE_HEHE_DU_NORD,PPL_HEHE,FLG_NIGERCONGO,Hehe du Nord,dataset/source/afrik/ethnies/PPL_HEHE/ETH_HEHE_HEHE_DU_NORD.txt,normal
ETH_HEHE_HEHE_DU_SUD,PPL_HEHE,FLG_NIGERCONGO,Hehe du Sud,dataset/source/afrik/ethnies/PPL_HEHE/ETH_HEHE_HEHE_DU_SUD.txt,normal
ETH_HERERO_HERERO_DE_NAMIBIE,PPL_HERERO,FLG_NIGERCONGO,Herero de Namibie,dataset/source/afrik/ethnies/PPL_HERERO/ETH_HERERO_HERERO_DE_NAMIBIE.txt,normal
ETH_HERERO_HERERO_DU_BOTSWANA,PPL_HERERO,FLG_NIGERCONGO,Herero du Botswana,dataset/source/afrik/ethnies/PPL_HERERO/ETH_HERERO_HERERO_DU_BOTSWANA.txt,normal
ETH_HERERO_HERERO_D_ANGOLA,PPL_HERERO,FLG_NIGERCONGO,Herero d'Angola,dataset/source/afrik/ethnies/PPL_HERERO/ETH_HERERO_HERERO_D_ANGOLA.txt,normal
ETH_HIMBA_HIMBA_DE_NAMIBIE,PPL_HIMBA,FLG_NIGERCONGO,Himba de Namibie,dataset/source/afrik/ethnies/PPL_HIMBA/ETH_HIMBA_HIMBA_DE_NAMIBIE.txt,normal
ETH_HIMBA_HIMBA_D_ANGOLA,PPL_HIMBA,FLG_NIGERCONGO,Himba d'Angola,dataset/source/afrik/ethnies/PPL_HIMBA/ETH_HIMBA_HIMBA_D_ANGOLA.txt,normal
ETH_HOA_HOAN_DU_NORD,PPL_HOA,FLG_KXA,ǂHoan du Nord,dataset/source/afrik/ethnies/PPL_HOA/ETH_HOA_HOAN_DU_NORD.txt,normal
ETH_HOA_HOAN_DU_SUD,PPL_HOA,FLG_KXA,ǂHoan du Sud,dataset/source/afrik/ethnies/PPL_HOA/ETH_HOA_HOAN_DU_SUD.txt,normal
ETH_HOBA_HOBA_DE_RDC,PPL_HOBA,FLG_BANTU,Hoba de RDC,dataset/source/afrik/ethnies/PPL_HOBA/ETH_HOBA_HOBA_DE_RDC.txt,normal
ETH_HOBA_HOBA_DE_RCA,PPL_HOBA,FLG_BANTU,Hoba de RCA,dataset/source/afrik/ethnies/PPL_HOBA/ETH_HOBA_HOBA_DE_RCA.txt,normal
ETH_HUNDE_HUNDE_DU_NORD,PPL_HUNDE,FLG_BANTU,Hunde du Nord,dataset/source/afrik/ethnies/PPL_HUNDE/ETH_HUNDE_HUNDE_DU_NORD.txt,normal
ETH_HUNDE_HUNDE_DU_SUD,PPL_HUNDE,FLG_BANTU,Hunde du Sud,dataset/source/afrik/ethnies/PPL_HUNDE/ETH_HUNDE_HUNDE_DU_SUD.txt,normal
ETH_HUTU_BURUNDI_HUTU_DES_HAUTES_TERRES_DU_BURUNDI,PPL_HUTU_BURUNDI,FLG_BANTU,Hutu des hautes terres du Burundi,dataset/source/afrik/ethnies/PPL_HUTU_BURUNDI/ETH_HUTU_BURUNDI_HUTU_DES_HAUTES_TERRES_DU_BURUNDI.txt,normal
ETH_HUTU_BURUNDI_HUTU_DES_PLAINES_ET_COLLINES_RURALES,PPL_HUTU_BURUNDI,FLG_BANTU,Hutu des plaines et collines rurales,dataset/source/afrik/ethnies/PPL_HUTU_BURUNDI/ETH_HUTU_BURUNDI_HUTU_DES_PLAINES_ET_COLLINES_RURALES.txt,normal
