PPL_ID,FLG_ID,ethnie_label_brut,source_index,source_inventaire,source_ppl_ethnies,source_labels,ETH_ID_proposé,fichier_ETH_existant,statut_generation,niveau,notes_convergence
PPL_DAZA,FLG_SAHARIEN,Daza du Tchad,1,1,1,Daza du Tchad,ETH_DAZA_DAZA_DU_TCHAD,,manquant,ethnie_certaine,
PPL_DAZA,FLG_SAHARIEN,Daza du Niger,1,1,1,Daza du Niger,ETH_DAZA_DAZA_DU_NIGER,,manquant,ethnie_certaine,
PPL_DENDI,FLG_SONGHAY,Dendi du Bénin,1,1,1,Dendi du Bénin,ETH_DENDI_DENDI_DU_BENIN,,manquant,ethnie_certaine,
PPL_DENDI,FLG_SONGHAY,Dendi du Niger,1,1,1,Dendi du Niger,ETH_DENDI_DENDI_DU_NIGER,,manquant,ethnie_certaine,
PPL_DENDI,FLG_SONGHAY,Dendi du Nigeria,1,1,1,Dendi du Nigeria,ETH_DENDI_DENDI_DU_NIGERIA,,manquant,ethnie_certaine,
PPL_DIDA,FLG_NIGERCONGO,Dida du Centre,1,1,1,Dida du Centre,ETH_DIDA_DIDA_DU_CENTRE,,manquant,ethnie_certaine,
PPL_DIDA,FLG_NIGERCONGO,Dida du Sud,1,1,1,Dida du Sud,ETH_DIDA_DIDA_DU_SUD,,manquant,ethnie_certaine,
PPL_DIMME,FLG_OMOTIQUE,Dimme du Nord,1,1,1,Dimme du Nord,ETH_DIMME_DIMME_DU_NORD,,manquant,ethnie_certaine,
PPL_DIMME,FLG_OMOTIQUE,Dimme du Sud,1,1,1,Dimme du Sud,ETH_DIMME_DIMME_DU_SUD,,manquant,ethnie_certaine,
PPL_DINKA,FLG_NILOTIQUE,Dinka Rek (Rek Dinka),1,1,1,Dinka Rek (Rek Dinka),ETH_DINKA_DINKA_REK_REK_DINKA,,manquant,ethnie_certaine,
PPL_DINKA,FLG_NILOTIQUE,Dinka Ngok (Ngok Dinka),1,1,1,Dinka Ngok (Ngok Dinka),ETH_DINKA_DINKA_NGOK_NGOK_DINKA,,manquant,ethnie_certaine,
PPL_DINKA,FLG_NILOTIQUE,Dinka Padang (Padang Dinka),1,1,1,Dinka Padang (Padang Dinka),ETH_DINKA_DINKA_PADANG_PADANG_DINKA,,manquant,ethnie_certaine,
PPL_DINKA,FLG_NILOTIQUE,Dinka Bor (Bor Dinka),1,1,1,Dinka Bor (Bor Dinka),ETH_DINKA_DINKA_BOR_BOR_DINKA,,manquant,ethnie_certaine,
PPL_DINKA,FLG_NILOTIQUE,Dinka Agar (Agar Dinka),1,1,1,Dinka Agar (Agar Dinka),ETH_DINKA_DINKA_AGAR_AGAR_DINKA,,manquant,ethnie_certaine,
PPL_DINKA,FLG_NILOTIQUE,Dinka Ciec (Ciec Dinka),1,1,1,Dinka Ciec (Ciec Dinka),ETH_DINKA_DINKA_CIEC_CIEC_DINKA,,manquant,ethnie_certaine,
PPL_DINKA,FLG_NILOTIQUE,Dinka Twic (Twic Dinka),1,1,1,Dinka Twic (Twic Dinka),ETH_DINKA_DINKA_TWIC_TWIC_DINKA,,manquant,ethnie_certaine,
PPL_DINKA,FLG_NILOTIQUE,Dinka Malual (Malual Dinka),1,1,1,Dinka Malual (Malual Dinka),ETH_DINKA_DINKA_MALUAL_MALUAL_DINKA,,manquant,ethnie_certaine,
PPL_DINKA,FLG_NILOTIQUE,Dinka Luac (Luac Dinka),1,1,1,Dinka Luac (Luac Dinka),ETH_DINKA_DINKA_LUAC_LUAC_DINKA,dataset/source/afrik/ethnies/ethnies_batch5_ethnies_certaines (1)/ETH_DINKA_DINKA_LUAC_LUAC_DINKA.txt,existant,ethnie_certaine,
PPL_DINKA,FLG_NILOTIQUE,Dinka Gok (Gok Dinka),1,1,1,Dinka Gok (Gok Dinka),ETH_DINKA_DINKA_GOK_GOK_DINKA,dataset/source/afrik/ethnies/ethnies_batch5_ethnies_certaines (1)/ETH_DINKA_DINKA_GOK_GOK_DINKA.txt,existant,ethnie_certaine,
PPL_DIOLA,FLG_ATLANTIQUE,Jola Fogny,1,1,1,Jola Fogny,ETH_DIOLA_JOLA_FOGNY,dataset/source/afrik/ethnies/ethnies_batch5_ethnies_certaines (1)/ETH_DIOLA_JOLA_FOGNY.txt,existant,ethnie_certaine,
PPL_DIOLA,FLG_ATLANTIQUE,Jola Bayot,1,1,1,Jola Bayot,ETH_DIOLA_JOLA_BAYOT,dataset/source/afrik/ethnies/ethnies_batch5_ethnies_certaines (1)/ETH_DIOLA_JOLA_BAYOT.txt,existant,ethnie_certaine,
PPL_DIOLA,FLG_ATLANTIQUE,Jola Kasa,1,1,1,Jola Kasa,ETH_DIOLA_JOLA_KASA,dataset/source/afrik/ethnies/ethnies_batch5_ethnies_certaines (1)/ETH_DIOLA_JOLA_KASA.txt,existant,ethnie_certaine,
PPL_DIOLA,FLG_ATLANTIQUE,Jola Felup,1,1,1,Jola Felup,ETH_DIOLA_JOLA_FELUP,dataset/source/afrik/ethnies/ethnies_batch5_ethnies_certaines (1)/ETH_DIOLA_JOLA_FELUP.txt,existant,ethnie_certaine,
PPL_DIZI,FLG_OMOTIQUE,Dizi du Nord,1,1,1,Dizi du Nord,ETH_DIZI_DIZI_DU_NORD,,manquant,ethnie_certaine,
PPL_DIZI,FLG_OMOTIQUE,Dizi du Sud,1,1,1,Dizi du Sud,ETH_DIZI_DIZI_DU_SUD,,manquant,ethnie_certaine,
PPL_DOGON,FLG_NIGERCONGO,Dogon de Bandiagara,1,1,1,Dogon de Bandiagara,ETH_DOGON_DOGON_DE_BANDIAGARA,dataset/source/afrik/ethnies/ethnies_batch5_ethnies_certaines (1)/ETH_DOGON_DOGON_DE_BANDIAGARA.txt,existant,ethnie_certaine,
PPL_DOGON,FLG_NIGERCONGO,Dogon de Sangha,1,1,1,Dogon de Sangha,ETH_DOGON_DOGON_DE_SANGHA,dataset/source/afrik/ethnies/ethnies_batch5_ethnies_certaines (1)/ETH_DOGON_DOGON_DE_SANGHA.txt,existant,ethnie_certaine,
PPL_DOGON,FLG_NIGERCONGO,Dogon de Sanga,1,1,1,Dogon de Sanga,ETH_DOGON_DOGON_DE_SANGA,dataset/source/afrik/ethnies/ethnies_batch5_ethnies_certaines (1)/ETH_DOGON_DOGON_DE_SANGA.txt,existant,ethnie_certaine,
PPL_DOGON,FLG_NIGERCONGO,Dogon de Kani-Kombolé,1,1,1,"Dogon de Kani-Kombolé | Dogon de Kani-Kombole",ETH_DOGON_DOGON_DE_KANI_KOMBOLE,dataset/source/afrik/ethnies/ethnies_batch5_ethnies_certaines (1)/ETH_DOGON_DOGON_DE_KANI_KOMBOLE.txt,existant,ethnie_certaine,
PPL_DOGON,FLG_NIGERCONGO,Dogon de Tintam,1,1,1,Dogon de Tintam,ETH_DOGON_DOGON_DE_TINTAM,dataset/source/afrik/ethnies/ethnies_batch5_ethnies_certaines (1)/ETH_DOGON_DOGON_DE_TINTAM.txt,existant,ethnie_certaine,
PPL_DOGON,FLG_NIGERCONGO,Dogon de Yougo,1,1,1,Dogon de Yougo,ETH_DOGON_DOGON_DE_YOUGO,dataset/source/afrik/ethnies/ethnies_batch5_ethnies_certaines (1)/ETH_DOGON_DOGON_DE_YOUGO.txt,existant,ethnie_certaine,
PPL_DOGON,FLG_NIGERCONGO,Dogon de Nombori,1,1,1,Dogon de Nombori,ETH_DOGON_DOGON_DE_NOMBORI,dataset/source/afrik/ethnies/ethnies_batch5_ethnies_certaines (1)/ETH_DOGON_DOGON_DE_NOMBORI.txt,existant,ethnie_certaine,
PPL_DOGON,FLG_NIGERCONGO,Dogon de Kani-Bonzon,1,1,1,Dogon de Kani-Bonzon,ETH_DOGON_DOGON_DE_KANI_BONZON,dataset/source/afrik/ethnies/ethnies_batch5_ethnies_certaines (1)/ETH_DOGON_DOGON_DE_KANI_BONZON.txt,existant,ethnie_certaine,
PPL_DOGON,FLG_NIGERCONGO,Dogon de Tireli,1,1,1,Dogon de Tireli,ETH_DOGON_DOGON_DE_TIRELI,dataset/source/afrik/ethnies/ethnies_batch5_ethnies_certaines (1)/ETH_DOGON_DOGON_DE_TIRELI.txt,existant,ethnie_certaine,
PPL_DOGON,FLG_NIGERCONGO,Dogon de Banani,1,1,1,Dogon de Banani,ETH_DOGON_DOGON_DE_BANANI,dataset/source/afrik/ethnies/ethnies_batch5_ethnies_certaines (1)/ETH_DOGON_DOGON_DE_BANANI.txt,existant,ethnie_certaine,
PPL_DOGON,FLG_NIGERCONGO,Dogon de Dourou,1,1,1,Dogon de Dourou,ETH_DOGON_DOGON_DE_DOUROU,dataset/source/afrik/ethnies/ethnies_batch5_ethnies_certaines (1)/ETH_DOGON_DOGON_DE_DOUROU.txt,existant,ethnie_certaine,
PPL_DOGON,FLG_NIGERCONGO,Dogon de Yendouma,1,1,1,Dogon de Yendouma,ETH_DOGON_DOGON_DE_YENDOUMA,dataset/source/afrik/ethnies/ethnies_batch5_ethnies_certaines (1)/ETH_DOGON_DOGON_DE_YENDOUMA.txt,existant,ethnie_certaine,
PPL_DOGON,FLG_NIGERCONGO,Dogon de Bongo,1,1,1,Dogon de Bongo,ETH_DOGON_DOGON_DE_BONGO,dataset/source/afrik/ethnies/ethnies_batch5_ethnies_certaines (1)/ETH_DOGON_DOGON_DE_BONGO.txt,existant,ethnie_certaine,
PPL_DUALA,FLG_NIGERCONGO,Duala de Bonanjo,1,1,1,Duala de Bonanjo,ETH_DUALA_DUALA_DE_BONANJO,dataset/source/afrik/ethnies/ethnies_batch5_ethnies_certaines (1)/ETH_DUALA_DUALA_DE_BONANJO.txt,existant,ethnie_certaine,
PPL_DUALA,FLG_NIGERCONGO,Duala de Bonaberi,1,1,1,Duala de Bonaberi,ETH_DUALA_DUALA_DE_BONABERI,dataset/source/afrik/ethnies/ethnies_batch5_ethnies_certaines (1)/ETH_DUALA_DUALA_DE_BONABERI.txt,existant,ethnie_certaine,
PPL_DUALA,FLG_NIGERCONGO,"Sous-groupes Sawa apparentés (éléments Bakoko, Isubu… selon contextes)",1,1,1,"Sous-groupes Sawa apparentés (éléments Bakoko, Isubu… selon contextes)",,,manquant,sous_ethnie_ou_clan,
PPL_DYULA,FLG_NIGERCONGO,Dyula commerçants,1,1,1,Dyula commerçants,ETH_DYULA_DYULA_COMMERCANTS,dataset/source/afrik/ethnies/ethnies_batch5_ethnies_certaines (1)/ETH_DYULA_DYULA_COMMERCANTS.txt,existant,ethnie_certaine,
PPL_DYULA,FLG_NIGERCONGO,Dyula de Kong,1,1,1,Dyula de Kong,ETH_DYULA_DYULA_DE_KONG,dataset/source/afrik/ethnies/ethnies_batch5_ethnies_certaines (1)/ETH_DYULA_DYULA_DE_KONG.txt,existant,ethnie_certaine,
PPL_DYULA,FLG_NIGERCONGO,Dyula du Worodougou,1,1,1,Dyula du Worodougou,ETH_DYULA_DYULA_DU_WORODOUGOU,dataset/source/afrik/ethnies/ethnies_batch5_ethnies_certaines (1)/ETH_DYULA_DYULA_DU_WORODOUGOU.txt,existant,ethnie_certaine,
PPL_EBIRA,FLG_NIGERCONGO,Ebira Tao (Okene),1,1,1,Ebira Tao (Okene),ETH_EBIRA_EBIRA_TAO_OKENE,dataset/source/afrik/ethnies/ethnies_batch5_ethnies_certaines (1)/ETH_EBIRA_EBIRA_TAO_OKENE.txt,existant,ethnie_certaine,
PPL_EBIRA,FLG_NIGERCONGO,Ebira Koto (Kogi),1,1,1,Ebira Koto (Kogi),ETH_EBIRA_EBIRA_KOTO_KOGI,dataset/source/afrik/ethnies/ethnies_batch5_ethnies_certaines (1)/ETH_EBIRA_EBIRA_KOTO_KOGI.txt,existant,ethnie_certaine,
PPL_EBIRA,FLG_NIGERCONGO,Ebira Etuno (Edo State),1,1,1,Ebira Etuno (Edo State),ETH_EBIRA_EBIRA_ETUNO_EDO_STATE,dataset/source/afrik/ethnies/ethnies_batch5_ethnies_certaines (1)/ETH_EBIRA_EBIRA_ETUNO_EDO_STATE.txt,existant,ethnie_certaine,
PPL_EDO,FLG_NIGERCONGO,Communautés Edo du royaume de Bénin,1,1,1,Communautés Edo du royaume de Bénin,,,manquant,sous_ethnie_ou_clan,
PPL_EDO,FLG_NIGERCONGO,Sous-groupes urbains et ruraux,1,1,1,Sous-groupes urbains et ruraux,,,manquant,sous_ethnie_ou_clan,
PPL_EFIK,FLG_NIGERCONGO,Efik du littoral,1,1,1,Efik du littoral,ETH_EFIK_EFIK_DU_LITTORAL,dataset/source/afrik/ethnies/ethnies_batch5_ethnies_certaines (1)/ETH_EFIK_EFIK_DU_LITTORAL.txt,existant,ethnie_certaine,
PPL_EFIK,FLG_NIGERCONGO,Communautés Efik historiques de Calabar,1,1,1,Communautés Efik historiques de Calabar,,,manquant,sous_ethnie_ou_clan,
PPL_EKPEYE,FLG_BENOUECONGO,Ekpeye d’Ahoada,1,1,1,Ekpeye d’Ahoada,ETH_EKPEYE_EKPEYE_D_AHOADA,dataset/source/afrik/ethnies/ethnies_batch5_ethnies_certaines (1)/ETH_EKPEYE_EKPEYE_D_AHOADA.txt,existant,ethnie_certaine,
PPL_EKPEYE,FLG_BENOUECONGO,Villages riverains du cours inférieur de l’Orashi,1,1,1,Villages riverains du cours inférieur de l’Orashi,,,manquant,sous_ethnie_ou_clan,
PPL_EL_MOLO,FLG_NILOTIQUE,El Molo du Nord,1,1,1,El Molo du Nord,ETH_EL_MOLO_EL_MOLO_DU_NORD,,manquant,ethnie_certaine,
PPL_EL_MOLO,FLG_NILOTIQUE,El Molo du Sud,1,1,1,El Molo du Sud,ETH_EL_MOLO_EL_MOLO_DU_SUD,,manquant,ethnie_certaine,
PPL_EMBU,FLG_NIGERCONGO,Embu du Nord,1,1,1,Embu du Nord,ETH_EMBU_EMBU_DU_NORD,,manquant,ethnie_certaine,
PPL_EMBU,FLG_NIGERCONGO,Embu du Sud,1,1,1,Embu du Sud,ETH_EMBU_EMBU_DU_SUD,,manquant,ethnie_certaine,
PPL_ESAN,FLG_BENOUECONGO,Esan d’Irrua,1,1,1,Esan d’Irrua,ETH_ESAN_ESAN_D_IRRUA,dataset/source/afrik/ethnies/ethnies_batch5_ethnies_certaines (1)/ETH_ESAN_ESAN_D_IRRUA.txt,existant,ethnie_certaine,
PPL_ESAN,FLG_BENOUECONGO,Esan d’Uromi,1,1,1,Esan d’Uromi,ETH_ESAN_ESAN_D_UROMI,dataset/source/afrik/ethnies/ethnies_batch5_ethnies_certaines (1)/ETH_ESAN_ESAN_D_UROMI.txt,existant,ethnie_certaine,
PPL_ESAN,FLG_BENOUECONGO,Esan rural,1,1,1,Esan rural,ETH_ESAN_ESAN_RURAL,dataset/source/afrik/ethnies/ethnies_batch5_ethnies_certaines (1)/ETH_ESAN_ESAN_RURAL.txt,existant,ethnie_certaine,
PPL_EWE,FLG_NIGERCONGO,Ewe du Ghana (Volta),1,1,1,Ewe du Ghana (Volta),ETH_EWE_EWE_DU_GHANA_VOLTA,dataset/source/afrik/ethnies/ethnies_batch5_ethnies_certaines (1)/ETH_EWE_EWE_DU_GHANA_VOLTA.txt,existant,ethnie_certaine,
PPL_EWE,FLG_NIGERCONGO,Ewe du Togo,1,1,1,Ewe du Togo,ETH_EWE_EWE_DU_TOGO,,manquant,ethnie_certaine,
PPL_EWE,FLG_NIGERCONGO,"Ewe du Bénin (Mono, Couffo)",1,1,1,"Ewe du Bénin (Mono, Couffo)",ETH_EWE_EWE_DU_BENIN_MONO_COUFFO,,manquant,ethnie_certaine,
PPL_EWONDO,FLG_NIGERCONGO,Ewondo urbains,1,1,1,Ewondo urbains,ETH_EWONDO_EWONDO_URBAINS,,manquant,ethnie_certaine,
PPL_EWONDO,FLG_NIGERCONGO,Ewondo ruraux,1,1,1,Ewondo ruraux,ETH_EWONDO_EWONDO_RURAUX,,manquant,ethnie_certaine,
PPL_EWONDO,FLG_NIGERCONGO,Sous-groupes lignagers régionaux,1,1,1,Sous-groupes lignagers régionaux,,,manquant,sous_ethnie_ou_clan,
PPL_FANG,FLG_NIGERCONGO,Fang du Gabon,1,1,1,Fang du Gabon,ETH_FANG_FANG_DU_GABON,,manquant,ethnie_certaine,
PPL_FANG,FLG_NIGERCONGO,Fang de Guinée équatoriale,1,1,1,Fang de Guinée équatoriale,ETH_FANG_FANG_DE_GUINEE_EQUATORIALE,,manquant,ethnie_certaine,
PPL_FANG,FLG_NIGERCONGO,Fang du Cameroun,1,1,1,Fang du Cameroun,ETH_FANG_FANG_DU_CAMEROUN,,manquant,ethnie_certaine,
PPL_FANG_EQGUINEE,FLG_NIGERCONGO,Fang de Guinée équatoriale,1,1,1,Fang de Guinée équatoriale,ETH_FANG_EQGUINEE_FANG_DE_GUINEE_EQUATORIALE,,manquant,ethnie_certaine,
PPL_FANG_EQGUINEE,FLG_NIGERCONGO,Sous-groupes régionaux de Guinée équatoriale,1,1,1,Sous-groupes régionaux de Guinée équatoriale,,,manquant,sous_ethnie_ou_clan,
PPL_FANG_GABON,FLG_NIGERCONGO,Fang du Gabon,1,1,1,Fang du Gabon,ETH_FANG_GABON_FANG_DU_GABON,,manquant,ethnie_certaine,
PPL_FANG_GABON,FLG_NIGERCONGO,Sous-groupes régionaux du Gabon,1,1,1,Sous-groupes régionaux du Gabon,,,manquant,sous_ethnie_ou_clan,
PPL_FANTE,FLG_NIGERCONGO,Fante du Central,1,1,1,Fante du Central,ETH_FANTE_FANTE_DU_CENTRAL,,manquant,ethnie_certaine,
PPL_FANTE,FLG_NIGERCONGO,Fante du Western,1,1,1,Fante du Western,ETH_FANTE_FANTE_DU_WESTERN,,manquant,ethnie_certaine,
PPL_FON,FLG_BENOUECONGO,Fon d’Abomey,1,1,1,Fon d’Abomey,ETH_FON_FON_D_ABOMEY,,manquant,ethnie_certaine,
PPL_FON,FLG_BENOUECONGO,Fon de Porto-Novo,1,1,1,Fon de Porto-Novo,ETH_FON_FON_DE_PORTO_NOVO,,manquant,ethnie_certaine,
PPL_FON,FLG_BENOUECONGO,"Sous-groupes Mahoun, Gun, Maxi (selon zones)",1,1,1,"Sous-groupes Mahoun, Gun, Maxi (selon zones)",,,manquant,sous_ethnie_ou_clan,
PPL_FORROS,FLG_CREOLE,Forros de São Tomé,1,1,1,Forros de São Tomé,ETH_FORROS_FORROS_DE_SAO_TOME,,manquant,ethnie_certaine,
PPL_FORROS,FLG_CREOLE,Forros de Príncipe,1,1,1,Forros de Príncipe,ETH_FORROS_FORROS_DE_PRINCIPE,,manquant,ethnie_certaine,
PPL_FRAFRA,FLG_NIGERCONGO,Frafra du Ghana,1,1,1,Frafra du Ghana,ETH_FRAFRA_FRAFRA_DU_GHANA,,manquant,ethnie_certaine,
PPL_FRAFRA,FLG_NIGERCONGO,Frafra du Burkina Faso,1,1,1,Frafra du Burkina Faso,ETH_FRAFRA_FRAFRA_DU_BURKINA_FASO,,manquant,ethnie_certaine,
PPL_FULA,FLG_NIGERCONGO,"Fulɓe Toroɓe (Fouta Toro, Sénégal/Mauritanie)",1,1,1,"Fulɓe Toroɓe (Fouta Toro, Sénégal/Mauritanie)",ETH_FULA_FUL_E_TORO_E_FOUTA_TORO_SENEGAL_MAURITANIE,,manquant,ethnie_certaine,
PPL_FULA,FLG_NIGERCONGO,"Fulɓe Wodaabe (Niger, Nigeria, Cameroun)",1,1,1,"Fulɓe Wodaabe (Niger, Nigeria, Cameroun)",ETH_FULA_FUL_E_WODAABE_NIGER_NIGERIA_CAMEROUN,,manquant,ethnie_certaine,
PPL_FULA,FLG_NIGERCONGO,"Fulɓe Jalooɓe (Fouta Djallon, Guinée)",1,1,1,"Fulɓe Jalooɓe (Fouta Djallon, Guinée)",ETH_FULA_FUL_E_JALOO_E_FOUTA_DJALLON_GUINEE,,manquant,ethnie_certaine,
PPL_FULA,FLG_NIGERCONGO,Fulɓe Kuniari,1,1,1,Fulɓe Kuniari,ETH_FULA_FUL_E_KUNIARI,,manquant,ethnie_certaine,
PPL_FULA,FLG_NIGERCONGO,"Fulɓe Mbororo (pasteurs nomades, Cameroun, Tchad, RCA)",1,1,1,"Fulɓe Mbororo (pasteurs nomades, Cameroun, Tchad, RCA)",ETH_FULA_FUL_E_MBORORO_PASTEURS_NOMADES_CAMEROUN_TCHAD_RCA,,manquant,ethnie_certaine,
PPL_FULA,FLG_NIGERCONGO,"Fulɓe Adamawa (Nigeria, Cameroun)",1,1,1,"Fulɓe Adamawa (Nigeria, Cameroun)",ETH_FULA_FUL_E_ADAMAWA_NIGERIA_CAMEROUN,,manquant,ethnie_certaine,
PPL_FULA,FLG_NIGERCONGO,Fulɓe Sokoto (Nigeria),1,1,1,Fulɓe Sokoto (Nigeria),ETH_FULA_FUL_E_SOKOTO_NIGERIA,,manquant,ethnie_certaine,
PPL_FULANI,FLG_ATLANTIQUE,Fulɓe Toroɓe,1,1,1,Fulɓe Toroɓe,ETH_FULANI_FUL_E_TORO_E,,manquant,ethnie_certaine,
PPL_FULANI,FLG_ATLANTIQUE,Fulɓe Wodaabe,1,1,1,Fulɓe Wodaabe,ETH_FULANI_FUL_E_WODAABE,,manquant,ethnie_certaine,
PPL_FULANI,FLG_ATLANTIQUE,Fulɓe Jalooɓe,1,1,1,Fulɓe Jalooɓe,ETH_FULANI_FUL_E_JALOO_E,,manquant,ethnie_certaine,
PPL_FULANI,FLG_ATLANTIQUE,Fulɓe Kuniari,1,1,1,Fulɓe Kuniari,ETH_FULANI_FUL_E_KUNIARI,,manquant,ethnie_certaine,
PPL_FULANI,FLG_ATLANTIQUE,Fulɓe Mbororo (pasteurs nomades),1,1,1,Fulɓe Mbororo (pasteurs nomades),ETH_FULANI_FUL_E_MBORORO_PASTEURS_NOMADES,,manquant,ethnie_certaine,
PPL_FULA_FORET,FLG_NIGERCONGO,Fulɓe des zones forestières,1,1,1,Fulɓe des zones forestières,ETH_FULA_FORET_FUL_E_DES_ZONES_FORESTIERES,,manquant,ethnie_certaine,
PPL_FULA_FORET,FLG_NIGERCONGO,Sous-groupes régionaux forestiers,1,1,1,Sous-groupes régionaux forestiers,,,manquant,sous_ethnie_ou_clan,
PPL_FULA_NOMADES,FLG_NIGERCONGO,Fulɓe Mbororo (pasteurs nomades),1,1,1,Fulɓe Mbororo (pasteurs nomades),ETH_FULA_NOMADES_FUL_E_MBORORO_PASTEURS_NOMADES,,manquant,ethnie_certaine,
PPL_FULA_NOMADES,FLG_NIGERCONGO,Fulɓe Wodaabe (pasteurs nomades),1,1,1,Fulɓe Wodaabe (pasteurs nomades),ETH_FULA_NOMADES_FUL_E_WODAABE_PASTEURS_NOMADES,,manquant,ethnie_certaine,
PPL_FULA_NOMADES,FLG_NIGERCONGO,Autres groupes nomades fula,1,1,1,Autres groupes nomades fula,,,manquant,macro_ou_agrégat,
PPL_FULA_SAHEL,FLG_NIGERCONGO,"Fulɓe Toroɓe (Fouta Toro, Sénégal/Mauritanie)",1,1,1,"Fulɓe Toroɓe (Fouta Toro, Sénégal/Mauritanie)",ETH_FULA_SAHEL_FUL_E_TORO_E_FOUTA_TORO_SENEGAL_MAURITANIE,,manquant,ethnie_certaine,
PPL_FULA_SAHEL,FLG_NIGERCONGO,Fulɓe du Sahel central,1,1,1,Fulɓe du Sahel central,ETH_FULA_SAHEL_FUL_E_DU_SAHEL_CENTRAL,,manquant,ethnie_certaine,
PPL_FULA_SAHEL,FLG_NIGERCONGO,Fulɓe du Sahel oriental,1,1,1,Fulɓe du Sahel oriental,ETH_FULA_SAHEL_FUL_E_DU_SAHEL_ORIENTAL,,manquant,ethnie_certaine,
PPL_FURU,FLG_SOUDANIQUECENTRAL,Furu du Nord,1,1,1,Furu du Nord,ETH_FURU_FURU_DU_NORD,,manquant,ethnie_certaine,
PPL_FURU,FLG_SOUDANIQUECENTRAL,Furu du Sud,1,1,1,Furu du Sud,ETH_FURU_FURU_DU_SUD,,manquant,ethnie_certaine,
PPL_GA,FLG_BENOUECONGO,Ga Mashie,1,1,1,Ga Mashie,ETH_GA_GA_MASHIE,,manquant,ethnie_certaine,
PPL_GA,FLG_BENOUECONGO,"Ga de l’intérieur (Abokobi, Amasaman)",1,1,1,"Ga de l’intérieur (Abokobi, Amasaman)",ETH_GA_GA_DE_L_INTERIEUR_ABOKOBI_AMASAMAN,,manquant,ethnie_certaine,
PPL_GA,FLG_BENOUECONGO,Sous-groupes liés aux Dangme,1,1,1,Sous-groupes liés aux Dangme,,,manquant,sous_ethnie_ou_clan,
PPL_GABRA,FLG_COUCHITIQUE,Gabra du Kenya,1,1,1,Gabra du Kenya,ETH_GABRA_GABRA_DU_KENYA,,manquant,ethnie_certaine,
PPL_GABRA,FLG_COUCHITIQUE,Gabra d’Éthiopie (Borana zone),1,1,1,Gabra d’Éthiopie (Borana zone),ETH_GABRA_GABRA_D_ETHIOPIE_BORANA_ZONE,,manquant,ethnie_certaine,
PPL_GAMO,FLG_OMOTIQUE,Tribu Gamo nord,1,1,1,Tribu Gamo nord,ETH_GAMO_TRIBU_GAMO_NORD,,manquant,ethnie_certaine,
PPL_GAMO,FLG_OMOTIQUE,Gamo sud,1,1,1,Gamo sud,ETH_GAMO_GAMO_SUD,,manquant,ethnie_certaine,
PPL_GAMO,FLG_OMOTIQUE,Groupes lacustres du sud-ouest,1,1,1,Groupes lacustres du sud-ouest,ETH_GAMO_GROUPES_LACUSTRES_DU_SUD_OUEST,,manquant,ethnie_certaine,
PPL_GANDA,FLG_NIGERCONGO,Groupe ethnique baganda,1,1,1,Groupe ethnique baganda,ETH_GANDA_GROUPE_ETHNIQUE_BAGANDA,,manquant,ethnie_certaine,
PPL_GANDA,FLG_NIGERCONGO,Sous-groupes régionaux du Buganda,1,1,1,Sous-groupes régionaux du Buganda,,,manquant,sous_ethnie_ou_clan,
PPL_GANDA,FLG_NIGERCONGO,Autres segments lignagers internes,1,1,1,Autres segments lignagers internes,,,manquant,sous_ethnie_ou_clan,
PPL_GA_DANGME,FLG_NIGERCONGO,"Ga (Ga Mashie, Ga de l'intérieur)",1,1,1,"Ga (Ga Mashie, Ga de l'intérieur)",ETH_GA_DANGME_GA_GA_MASHIE_GA_DE_L_INTERIEUR,,manquant,ethnie_certaine,
PPL_GA_DANGME,FLG_NIGERCONGO,"Dangme (Ada, Krobo, Shai)",1,1,1,"Dangme (Ada, Krobo, Shai)",ETH_GA_DANGME_DANGME_ADA_KROBO_SHAI,,manquant,ethnie_certaine,
PPL_GBAGYI,FLG_NIGERCONGO,Gbagyi Ogu,1,1,1,Gbagyi Ogu,ETH_GBAGYI_GBAGYI_OGU,,manquant,ethnie_certaine,
PPL_GBAGYI,FLG_NIGERCONGO,Gbagyi Nkwa,1,1,1,Gbagyi Nkwa,ETH_GBAGYI_GBAGYI_NKWA,,manquant,ethnie_certaine,
PPL_GBAGYI,FLG_NIGERCONGO,Gbagyi du centre et du nord,1,1,1,Gbagyi du centre et du nord,ETH_GBAGYI_GBAGYI_DU_CENTRE_ET_DU_NORD,,manquant,ethnie_certaine,
PPL_GBELE,FLG_MANDE,Gbélé du Nord,1,1,1,Gbélé du Nord,ETH_GBELE_GBELE_DU_NORD,,manquant,ethnie_certaine,
PPL_GBELE,FLG_MANDE,Gbélé du Sud,1,1,1,Gbélé du Sud,ETH_GBELE_GBELE_DU_SUD,,manquant,ethnie_certaine,
PPL_GBODJIBO,FLG_KROU,Gbodjibo du Nord,1,1,1,Gbodjibo du Nord,ETH_GBODJIBO_GBODJIBO_DU_NORD,,manquant,ethnie_certaine,
PPL_GBODJIBO,FLG_KROU,Gbodjibo du Sud,1,1,1,Gbodjibo du Sud,ETH_GBODJIBO_GBODJIBO_DU_SUD,,manquant,ethnie_certaine,
PPL_GEDEO,FLG_OMOTIQUE,Gedeo du nord,1,1,1,Gedeo du nord,ETH_GEDEO_GEDEO_DU_NORD,,manquant,ethnie_certaine,
