row_id,platform,surface,publication_id,url,published_date,age_days_at_collection,collected_date,content_group_id,group_method,typologie,hook_or_caption_start,actual_format,format_detail,format_verification,ledger_format,ledger_format_matches_live,duration_s,slide_count,views,views_definition,reach,impressions,likes,comments,shares,saves,followers_gained,link_clicks,avg_watch_s,pct_viewed,core_interactions_per_1000_views,views_vs_platform_format_median,metrics_scope,observation_window,distribution,dq_notes
R051,facebook,facebook,meta-row-50,,2026-09-16,10,2026-09-26,manden-mande-mandingue-trois-mots,text-rule,langue,"Au Mali, en Guinée et au Sénégal, « Mandé » n",short_video,reel,Business Suite type column,,,122,,87807,Meta 'Views' (plays incl. replays; for carousels the counting unit is not documented),79437,,4509,97,884,932,2627,3,30 s,,62.5,123.85,single_platform,lifetime (age in age_days_at_collection),organic (no boost label seen; paid tab not opened),"no permalink captured; subject matched from caption text, not URL"
R052,instagram,instagram,DdVWjKmqby7,https://www.instagram.com/reel/DdVWjKmqby7/,2026-09-16,10,2026-09-26,manden-mande-mandingue-trois-mots,text-rule,langue,"Au Mali, en Guinée et au Sénégal, « Mandé » n",short_video,reel,Business Suite type column,,,121,,3640,Meta 'Views' (plays incl. replays; for carousels the counting unit is not documented),3050,,202,1,41,63,60,,28 s,,67,2.86,single_platform,lifetime (age in age_days_at_collection),organic (no boost label seen; paid tab not opened),"subject matched from caption text, not URL"
R053,facebook,facebook,meta-row-52,,2026-09-16,10,2026-09-26,mungo-park-fleuve-joliba,text-rule,mot,Mungo Park a-t-il découvert le fleuve Niger ?,short_video,reel,Business Suite type column,,,152,,1148,Meta 'Views' (plays incl. replays; for carousels the counting unit is not documented),1014,,27,0,1,1,11,,30 s,,24.4,1.62,single_platform,lifetime (age in age_days_at_collection),organic (no boost label seen; paid tab not opened),"no permalink captured; subject matched from caption text, not URL"
R054,instagram,instagram,DdVU04YK2Yw,https://www.instagram.com/reel/DdVU04YK2Yw/,2026-09-16,10,2026-09-26,mungo-park-fleuve-joliba,text-rule,mot,Mungo Park a-t-il découvert le fleuve Niger ?,short_video,reel,Business Suite type column,,,152,,439,Meta 'Views' (plays incl. replays; for carousels the counting unit is not documented),371,,4,2,2,3,2,,29 s,,18.2,0.34,single_platform,lifetime (age in age_days_at_collection),organic (no boost label seen; paid tab not opened),"subject matched from caption text, not URL"
R055,facebook,facebook,meta-row-54,,2026-09-15,11,2026-09-26,cote-divoire-bouet-willaumez,text-rule,pays,Le commandant Bouët-Willaumez a-t-il inventé,short_video,reel,Business Suite type column,,,114,,61054,Meta 'Views' (plays incl. replays; for carousels the counting unit is not documented),55700,,2385,80,714,728,1820,4,43 s,,52.1,86.11,single_platform,lifetime (age in age_days_at_collection),organic (no boost label seen; paid tab not opened),"no permalink captured; subject matched from caption text, not URL"
R056,instagram,instagram,DdSSOYDKLxV,https://www.instagram.com/reel/DdSSOYDKLxV/,2026-09-15,11,2026-09-26,cote-divoire-bouet-willaumez,text-rule,pays,Le commandant Bouët-Willaumez a-t-il inventé,short_video,reel,Business Suite type column,,,114,,5375,Meta 'Views' (plays incl. replays; for carousels the counting unit is not documented),4082,,204,0,227,115,130,,39 s,,80.2,4.22,single_platform,lifetime (age in age_days_at_collection),organic (no boost label seen; paid tab not opened),"subject matched from caption text, not URL"
R057,instagram,instagram,DdRrMKRKR49,https://www.instagram.com/reel/DdRrMKRKR49/,2026-09-14,12,2026-09-26,fulbe-personne-appele-comme-ca,ledger-url,peuple,"Peul, Fula, Fulani, Fellata : au Mali, aucun",short_video,reel,Business Suite type column,video,yes,98,,1274,Meta 'Views' (plays incl. replays; for carousels the counting unit is not documented),1016,,56,2,12,8,24,,32 s,,54.9,1,single_platform,lifetime (age in age_days_at_collection),organic (no boost label seen; paid tab not opened),
R058,facebook,facebook,meta-row-57,,2026-09-14,12,2026-09-26,fulbe-personne-appele-comme-ca,text-rule,peuple,"Peul, Fula, Fulani, Fellata : au Mali, aucun",short_video,reel,Business Suite type column,,,98,,548,Meta 'Views' (plays incl. replays; for carousels the counting unit is not documented),469,,14,0,3,6,3,,31 s,,31,0.77,single_platform,lifetime (age in age_days_at_collection),organic (no boost label seen; paid tab not opened),"no permalink captured; subject matched from caption text, not URL"
R059,facebook,facebook,meta-row-58,,2026-09-14,12,2026-09-26,daloa-zokou-gbeuly,text-rule,lieu,"En Côte d'Ivoire, le fondateur de Daloa est m",carousel,multi-photo/carousel,"Business Suite type column (multi-media: carousel on IG, multi-photo on FB; slide count not read)",,,,,30,Meta 'Views' (plays incl. replays; for carousels the counting unit is not documented),14,,0,0,1,0,0,,,,33.3,2.73,single_platform,lifetime (age in age_days_at_collection),organic (no boost label seen; paid tab not opened),"no permalink captured; subject matched from caption text, not URL"
R060,facebook,facebook,meta-row-59,,2026-09-14,12,2026-09-26,senoufo-syenambele,text-rule,peuple,"En Côte d'Ivoire, les sculpteurs qui ont insp",carousel,multi-photo/carousel,"Business Suite type column (multi-media: carousel on IG, multi-photo on FB; slide count not read)",,,,,22,Meta 'Views' (plays incl. replays; for carousels the counting unit is not documented),10,,0,0,1,0,0,,,,45.5,2,single_platform,lifetime (age in age_days_at_collection),organic (no boost label seen; paid tab not opened),"no permalink captured; subject matched from caption text, not URL"
R061,facebook,facebook,meta-row-60,,2026-09-14,12,2026-09-26,krio-quatre-vagues-freetown,text-rule,peuple,« Créole » veut dire né dans la colonie. En A,carousel,multi-photo/carousel,"Business Suite type column (multi-media: carousel on IG, multi-photo on FB; slide count not read)",,,,,16,Meta 'Views' (plays incl. replays; for carousels the counting unit is not documented),5,,0,0,1,0,0,,,,62.5,1.45,single_platform,lifetime (age in age_days_at_collection),organic (no boost label seen; paid tab not opened),"no permalink captured; subject matched from caption text, not URL"
R062,facebook,facebook,meta-row-61,,2026-09-14,12,2026-09-26,ghana-qui-a-choisi-le-nom,text-rule,pays,"En Côte d'Ivoire et au Ghana, on les appelle",short_video,reel,Business Suite type column,,,48,,592,Meta 'Views' (plays incl. replays; for carousels the counting unit is not documented),459,,19,0,0,0,4,,21 s,,32.1,0.83,single_platform,lifetime (age in age_days_at_collection),organic (no boost label seen; paid tab not opened),"no permalink captured; subject matched from caption text, not URL"
R063,instagram,instagram,DdQ64__Krjy,https://www.instagram.com/reel/DdQ64__Krjy/,2026-09-14,12,2026-09-26,nzema-appolo-frontiere,ledger-url,peuple,"En Côte d'Ivoire et au Ghana, on les appelle",short_video,reel,Business Suite type column,video,yes,48,,2451,Meta 'Views' (plays incl. replays; for carousels the counting unit is not documented),1887,,114,6,38,30,50,,21 s,,64.5,1.92,single_platform,lifetime (age in age_days_at_collection),organic (no boost label seen; paid tab not opened),
R064,facebook,facebook,meta-row-63,,2026-09-13,13,2026-09-26,operator-meta-no-subject,text-rule,,"Bonjour à toutes et à tous, Si vous repérez u",short_video,reel,Business Suite type column,,,9,,356,Meta 'Views' (plays incl. replays; for carousels the counting unit is not documented),236,,5,0,0,0,3,,11 s,,14,0.5,single_platform,lifetime (age in age_days_at_collection),organic (no boost label seen; paid tab not opened),"no permalink captured; subject matched from caption text, not URL"
R065,instagram,instagram,DdOWdi0qvHl,https://www.instagram.com/reel/DdOWdi0qvHl/,2026-09-13,13,2026-09-26,operator-meta-no-subject,text-rule,,Vous connaissez votre peuple mieux que nous.,short_video,reel,Business Suite type column,,,9,,399,Meta 'Views' (plays incl. replays; for carousels the counting unit is not documented),321,,8,0,0,1,3,,5 s,,20.1,0.31,single_platform,lifetime (age in age_days_at_collection),organic (no boost label seen; paid tab not opened),"subject matched from caption text, not URL"
R066,instagram,instagram,DdMm37WKZA7,https://www.instagram.com/reel/DdMm37WKZA7/,2026-09-12,14,2026-09-26,zombie-mot-bantou,text-rule,mot,Le premier film de zombies est américain. Le,short_video,reel,Business Suite type column,,,66,,1324,Meta 'Views' (plays incl. replays; for carousels the counting unit is not documented),1083,,82,0,12,16,22,,18 s,,71,1.04,single_platform,lifetime (age in age_days_at_collection),organic (no boost label seen; paid tab not opened),"subject matched from caption text, not URL"
R067,facebook,facebook,meta-row-66,,2026-09-12,14,2026-09-26,zombie-mot-bantou,text-rule,mot,Le premier film de zombies est américain. Le,short_video,reel,Business Suite type column,,,66,,211,Meta 'Views' (plays incl. replays; for carousels the counting unit is not documented),168,,10,0,0,0,1,,40 s,,47.4,0.3,single_platform,lifetime (age in age_days_at_collection),organic (no boost label seen; paid tab not opened),"no permalink captured; subject matched from caption text, not URL"
R068,facebook,facebook,meta-row-67,,2026-09-12,14,2026-09-26,keita-coulibaly-obligations-alliance,text-rule,patronyme,"Au Mali, un Keïta et un Coulibaly n'ont pas l",short_video,reel,Business Suite type column,,,48,,301,Meta 'Views' (plays incl. replays; for carousels the counting unit is not documented),237,,14,0,1,2,0,,36 s,,49.8,0.42,single_platform,lifetime (age in age_days_at_collection),organic (no boost label seen; paid tab not opened),"no permalink captured; subject matched from caption text, not URL"
R069,instagram,instagram,DdMlIKgK1FI,https://www.instagram.com/reel/DdMlIKgK1FI/,2026-09-12,14,2026-09-26,keita-coulibaly-obligations-alliance,text-rule,patronyme,"Au Mali, un Keïta et un Coulibaly n'ont pas l",short_video,reel,Business Suite type column,,,47,,16084,Meta 'Views' (plays incl. replays; for carousels the counting unit is not documented),12169,,864,24,385,225,453,,20 s,,79.1,12.62,single_platform,lifetime (age in age_days_at_collection),organic (no boost label seen; paid tab not opened),"subject matched from caption text, not URL"
R070,facebook,facebook,meta-row-69,,2026-09-12,14,2026-09-26,vodun-mot-fon-esprit,text-rule,mot,"Au Bénin, vodun veut dire esprit. Haïti a gar",short_video,reel,Business Suite type column,,,57,,436,Meta 'Views' (plays incl. replays; for carousels the counting unit is not documented),371,,8,0,0,2,1,,12 s,,18.3,0.61,single_platform,lifetime (age in age_days_at_collection),organic (no boost label seen; paid tab not opened),"no permalink captured; subject matched from caption text, not URL"
R071,instagram,instagram,DdMjy6mqMWB,https://www.instagram.com/reel/DdMjy6mqMWB/,2026-09-12,14,2026-09-26,vodun-mot-fon-esprit,text-rule,mot,"Au Bénin, vodun veut dire esprit. Haïti a gar",short_video,reel,Business Suite type column,,,57,,4665,Meta 'Views' (plays incl. replays; for carousels the counting unit is not documented),3887,,357,8,170,88,173,,24 s,,114.7,3.66,single_platform,lifetime (age in age_days_at_collection),organic (no boost label seen; paid tab not opened),"subject matched from caption text, not URL"
R072,facebook,facebook,meta-row-71,,2026-09-12,14,2026-09-26,nzebi-muyambili-memoire,text-rule,peuple,"Au Gabon, un homme retenait par cœur l'histoi",short_video,reel,Business Suite type column,,,52,,493,Meta 'Views' (plays incl. replays; for carousels the counting unit is not documented),444,,8,0,0,0,2,,10 s,,16.2,0.7,single_platform,lifetime (age in age_days_at_collection),organic (no boost label seen; paid tab not opened),"no permalink captured; subject matched from caption text, not URL"
R073,instagram,instagram,DdMhuT8KI0o,https://www.instagram.com/reel/DdMhuT8KI0o/,2026-09-12,14,2026-09-26,nzebi-muyambili-memoire,text-rule,peuple,"Au Gabon, un homme retenait par cœur l'histoi",short_video,reel,Business Suite type column,,,52,,2819,Meta 'Views' (plays incl. replays; for carousels the counting unit is not documented),2405,,240,3,39,36,81,,20 s,,100,2.21,single_platform,lifetime (age in age_days_at_collection),organic (no boost label seen; paid tab not opened),"subject matched from caption text, not URL"
R074,facebook,facebook,meta-row-73,,2026-09-12,14,2026-09-26,duala-peuple-avant-la-ville,text-rule,peuple,"Au Cameroun, Douala est le nom d'un peuple av",short_video,reel,Business Suite type column,,,47,,558,Meta 'Views' (plays incl. replays; for carousels the counting unit is not documented),469,,13,0,1,0,3,,10 s,,25.1,0.79,single_platform,lifetime (age in age_days_at_collection),organic (no boost label seen; paid tab not opened),"no permalink captured; subject matched from caption text, not URL"
R075,instagram,instagram,DdMe4BKK1Qc,https://www.instagram.com/reel/DdMe4BKK1Qc/,2026-09-12,14,2026-09-26,duala-peuple-avant-la-ville,ledger-url,peuple,"Au Cameroun, Douala est le nom d'un peuple av",short_video,reel,Business Suite type column,video,yes,46,,1846,Meta 'Views' (plays incl. replays; for carousels the counting unit is not documented),1516,,109,0,67,21,36,,17 s,,95.3,1.45,single_platform,lifetime (age in age_days_at_collection),organic (no boost label seen; paid tab not opened),
R076,facebook,facebook,meta-row-75,,2026-09-12,14,2026-09-26,dioula-un-metier-une-langue-une-identite,text-rule,peuple,Dioula n'est pas un nom de peuple. C'est le m,carousel,multi-photo/carousel,"Business Suite type column (multi-media: carousel on IG, multi-photo on FB; slide count not read)",,,,,13,Meta 'Views' (plays incl. replays; for carousels the counting unit is not documented),3,,0,1,1,0,0,,,,153.8,1.18,single_platform,lifetime (age in age_days_at_collection),organic (no boost label seen; paid tab not opened),"no permalink captured; subject matched from caption text, not URL"
R077,instagram,instagram,DdMd-0JCCjx,https://www.instagram.com/p/DdMd-0JCCjx/,2026-09-12,14,2026-09-26,dioula-un-metier-une-langue-une-identite,text-rule,peuple,Dioula n'est pas un nom de peuple. C'est le m,carousel,carousel,Business Suite type column,,,,,764,Meta 'Views' (plays incl. replays; for carousels the counting unit is not documented),400,,27,0,9,15,1,,,,47.1,5.42,single_platform,lifetime (age in age_days_at_collection),organic (no boost label seen; paid tab not opened),"subject matched from caption text, not URL"
R078,instagram,instagram,DdMcWs6ioA5,https://www.instagram.com/p/DdMcWs6ioA5/,2026-09-12,14,2026-09-26,amazigh-berbere-deux-noms,text-rule,langue,"Au Maroc et en Algérie, « Amazigh » ne veut p",carousel,carousel,Business Suite type column,,,,,91,Meta 'Views' (plays incl. replays; for carousels the counting unit is not documented),50,,2,0,0,0,0,,,,22,0.65,single_platform,lifetime (age in age_days_at_collection),organic (no boost label seen; paid tab not opened),"subject matched from caption text, not URL"
R079,facebook,facebook,meta-row-78,,2026-09-12,14,2026-09-26,amazigh-berbere-deux-noms,text-rule,langue,"Au Maroc et en Algérie, « Amazigh » ne veut p",carousel,multi-photo/carousel,"Business Suite type column (multi-media: carousel on IG, multi-photo on FB; slide count not read)",,,,,11,Meta 'Views' (plays incl. replays; for carousels the counting unit is not documented),3,,0,0,0,0,0,,,,0,1,single_platform,lifetime (age in age_days_at_collection),organic (no boost label seen; paid tab not opened),"no permalink captured; subject matched from caption text, not URL"
R080,facebook,facebook,meta-row-79,,2026-09-12,14,2026-09-26,ghana-qui-a-choisi-le-nom,text-rule,pays,"En Côte d'Ivoire on écrit Agni. Au Ghana, Any",carousel,multi-photo/carousel,"Business Suite type column (multi-media: carousel on IG, multi-photo on FB; slide count not read)",,,,,6,Meta 'Views' (plays incl. replays; for carousels the counting unit is not documented),4,,0,0,1,0,0,,,,166.7,0.55,single_platform,lifetime (age in age_days_at_collection),organic (no boost label seen; paid tab not opened),"no permalink captured; subject matched from caption text, not URL"
R081,instagram,instagram,DdMaTlIiAUR,https://www.instagram.com/p/DdMaTlIiAUR/,2026-09-12,14,2026-09-26,agni-anyi-meme-peuple,ledger-url,peuple,"En Côte d'Ivoire on écrit Agni. Au Ghana, Any",carousel,carousel,Business Suite type column,carrousel,yes,,,263,Meta 'Views' (plays incl. replays; for carousels the counting unit is not documented),150,,11,0,1,3,0,,,,45.6,1.87,single_platform,lifetime (age in age_days_at_collection),organic (no boost label seen; paid tab not opened),
R082,facebook,facebook,meta-row-81,,2026-09-12,14,2026-09-26,mami-wata-nom-anglais,text-rule,mot,"Au Bénin comme au Cameroun, Mami Wata porte u",short_video,reel,Business Suite type column,,,63,,1106,Meta 'Views' (plays incl. replays; for carousels the counting unit is not documented),1141,,18,0,0,1,4,,14 s,,16.3,1.56,single_platform,lifetime (age in age_days_at_collection),organic (no boost label seen; paid tab not opened),"no permalink captured; subject matched from caption text, not URL"
R083,instagram,instagram,DdMX-vUqCLg,https://www.instagram.com/reel/DdMX-vUqCLg/,2026-09-12,14,2026-09-26,mami-wata-nom-anglais,text-rule,mot,"Au Bénin comme au Cameroun, Mami Wata porte u",short_video,reel,Business Suite type column,,,63,,2240,Meta 'Views' (plays incl. replays; for carousels the counting unit is not documented),1872,,106,1,19,28,42,,22 s,,56.3,1.76,single_platform,lifetime (age in age_days_at_collection),organic (no boost label seen; paid tab not opened),"subject matched from caption text, not URL"
R084,instagram,instagram,DdMWZbNqv9d,https://www.instagram.com/reel/DdMWZbNqv9d/,2026-09-12,14,2026-09-26,krou-pas-lequipage,text-rule,langue,"En Côte d'Ivoire, « Krou » ne vient pas de l'",short_video,reel,Business Suite type column,,,90,,5069,Meta 'Views' (plays incl. replays; for carousels the counting unit is not documented),4193,,331,2,39,71,104,,38 s,,73.4,3.98,single_platform,lifetime (age in age_days_at_collection),organic (no boost label seen; paid tab not opened),"subject matched from caption text, not URL"
R085,facebook,facebook,meta-row-84,,2026-09-12,14,2026-09-26,krou-pas-lequipage,text-rule,langue,"En Côte d'Ivoire, « Krou » ne vient pas de l'",short_video,reel,Business Suite type column,,,90,,2747,Meta 'Views' (plays incl. replays; for carousels the counting unit is not documented),2811,,76,1,13,11,15,,22 s,,32.8,3.87,single_platform,lifetime (age in age_days_at_collection),organic (no boost label seen; paid tab not opened),"no permalink captured; subject matched from caption text, not URL"
R086,instagram,instagram,DdJrrx9Csw8,https://www.instagram.com/p/DdJrrx9Csw8/,2026-09-11,15,2026-09-26,bantou-ntu-ba-prefixe,text-rule,mot,"Zoulou, Kongo, Baganda : de l'Afrique du Sud",carousel,carousel,Business Suite type column,,,,,141,Meta 'Views' (plays incl. replays; for carousels the counting unit is not documented),76,,2,0,0,1,0,,,,14.2,1,single_platform,lifetime (age in age_days_at_collection),organic (no boost label seen; paid tab not opened),"subject matched from caption text, not URL"
R087,facebook,facebook,meta-row-86,,2026-09-11,15,2026-09-26,bantou-ntu-ba-prefixe,text-rule,mot,"Zoulou, Kongo, Baganda : de l'Afrique du Sud",carousel,multi-photo/carousel,"Business Suite type column (multi-media: carousel on IG, multi-photo on FB; slide count not read)",,,,,11,Meta 'Views' (plays incl. replays; for carousels the counting unit is not documented),3,,0,0,0,0,0,,,,0,1,single_platform,lifetime (age in age_days_at_collection),organic (no boost label seen; paid tab not opened),"no permalink captured; subject matched from caption text, not URL"
R088,instagram+facebook(combined),instagram+facebook,DdJrHBGCkgi,https://www.instagram.com/p/DdJrHBGCkgi/,2026-09-11,15,2026-09-26,keita-coulibaly-obligations-alliance,text-rule,patronyme,"Keïta, Coulibaly, Traoré, Diarra : au Mali, c",carousel,multi-photo/carousel,"Business Suite type column (multi-media: carousel on IG, multi-photo on FB; slide count not read)",,,,,350,"Meta 'Views' on a combined IG+FB row; equals Instagram's own count in the one case checked, NOT a sum",2,,6,0,4,3,0,0,,,28.6,,combined_IG+FB,lifetime (age in age_days_at_collection),organic (no boost label seen; paid tab not opened),"combined IG+FB row: metrics cannot be split, do not add or compare to single-platform rows; subject matched from caption text, not URL"
R089,instagram,instagram,DdJpn-FCoff,https://www.instagram.com/p/DdJpn-FCoff/,2026-09-11,15,2026-09-26,kouyate-jeli,text-rule,patronyme,"Kouyaté, Camara, Diabaté : au Mali, ton nom d",carousel,carousel,Business Suite type column,,,,,265,Meta 'Views' (plays incl. replays; for carousels the counting unit is not documented),142,,8,0,2,1,0,,,,37.7,1.88,single_platform,lifetime (age in age_days_at_collection),organic (no boost label seen; paid tab not opened),"subject matched from caption text, not URL"
R090,facebook,facebook,meta-row-89,,2026-09-11,15,2026-09-26,kouyate-jeli,text-rule,patronyme,"Kouyaté, Camara, Diabaté : au Mali, ton nom d",carousel,multi-photo/carousel,"Business Suite type column (multi-media: carousel on IG, multi-photo on FB; slide count not read)",,,,,16,Meta 'Views' (plays incl. replays; for carousels the counting unit is not documented),5,,0,0,0,0,0,,,,0,1.45,single_platform,lifetime (age in age_days_at_collection),organic (no boost label seen; paid tab not opened),"no permalink captured; subject matched from caption text, not URL"
R091,instagram,instagram,DdJo2XrCoNl,https://www.instagram.com/p/DdJo2XrCoNl/,2026-09-11,15,2026-09-26,benin-royaume-jamais-au-benin,text-rule,pays,Le Bénin porte le nom d'un royaume qui se tro,carousel,carousel,Business Suite type column,,,,,81,Meta 'Views' (plays incl. replays; for carousels the counting unit is not documented),51,,4,0,0,0,0,,,,49.4,0.57,single_platform,lifetime (age in age_days_at_collection),organic (no boost label seen; paid tab not opened),"subject matched from caption text, not URL"
R092,facebook,facebook,meta-row-91,,2026-09-11,15,2026-09-26,benin-royaume-jamais-au-benin,text-rule,pays,Le Bénin porte le nom d'un royaume qui se tro,carousel,multi-photo/carousel,"Business Suite type column (multi-media: carousel on IG, multi-photo on FB; slide count not read)",,,,,4,Meta 'Views' (plays incl. replays; for carousels the counting unit is not documented),3,,0,0,0,0,0,,,,0,0.36,single_platform,lifetime (age in age_days_at_collection),organic (no boost label seen; paid tab not opened),"no permalink captured; subject matched from caption text, not URL"
R093,instagram+facebook(combined),instagram+facebook,DdJoCElimEO,https://www.instagram.com/p/DdJoCElimEO/,2026-09-11,15,2026-09-26,noms-de-metier-dioula-teke,text-rule,mot,"Dioula, Teke, Manianga, Kavango : quatre peup",carousel,multi-photo/carousel,"Business Suite type column (multi-media: carousel on IG, multi-photo on FB; slide count not read)",,,,,140,"Meta 'Views' on a combined IG+FB row; equals Instagram's own count in the one case checked, NOT a sum",2,,3,0,1,0,0,0,,,28.6,,combined_IG+FB,lifetime (age in age_days_at_collection),organic (no boost label seen; paid tab not opened),"combined IG+FB row: metrics cannot be split, do not add or compare to single-platform rows; subject matched from caption text, not URL"
R094,instagram+facebook(combined),instagram+facebook,DdJnR0LCmRF,https://www.instagram.com/p/DdJnR0LCmRF/,2026-09-11,15,2026-09-26,diaspora-noms-repris-saamaka,text-rule,mot,"Du Suriname au Belize, six peuples ont refusé",carousel,multi-photo/carousel,"Business Suite type column (multi-media: carousel on IG, multi-photo on FB; slide count not read)",,,,,142,"Meta 'Views' on a combined IG+FB row; equals Instagram's own count in the one case checked, NOT a sum",3,,4,0,1,1,0,0,,,35.2,,combined_IG+FB,lifetime (age in age_days_at_collection),organic (no boost label seen; paid tab not opened),"combined IG+FB row: metrics cannot be split, do not add or compare to single-platform rows; subject matched from caption text, not URL"
R095,instagram,instagram,DdJm0wTilEa,https://www.instagram.com/p/DdJm0wTilEa/,2026-09-11,15,2026-09-26,exonymes-hottentot-kirdi-dogon,text-rule,mot,"Hottentot, Habé, Kirdi, Pahouin : quatre noms",carousel,carousel,Business Suite type column,,,,,93,Meta 'Views' (plays incl. replays; for carousels the counting unit is not documented),51,,2,0,0,0,0,,,,21.5,0.66,single_platform,lifetime (age in age_days_at_collection),organic (no boost label seen; paid tab not opened),"subject matched from caption text, not URL"
R096,facebook,facebook,meta-row-95,,2026-09-11,15,2026-09-26,exonymes-hottentot-kirdi-dogon,text-rule,mot,"Hottentot, Habé, Kirdi, Pahouin : quatre noms",carousel,multi-photo/carousel,"Business Suite type column (multi-media: carousel on IG, multi-photo on FB; slide count not read)",,,,,3,Meta 'Views' (plays incl. replays; for carousels the counting unit is not documented),3,,0,0,0,0,0,,,,0,0.27,single_platform,lifetime (age in age_days_at_collection),organic (no boost label seen; paid tab not opened),"no permalink captured; subject matched from caption text, not URL"
R097,facebook,facebook,meta-row-96,,2026-09-11,15,2026-09-26,toponymie-villes-montagnes-fantomes,text-rule,mot,"Bingerville, Brazzaville, Léopoldville : ces",carousel,multi-photo/carousel,"Business Suite type column (multi-media: carousel on IG, multi-photo on FB; slide count not read)",,,,,5,Meta 'Views' (plays incl. replays; for carousels the counting unit is not documented),2,,0,0,1,0,0,,,,200,0.45,single_platform,lifetime (age in age_days_at_collection),organic (no boost label seen; paid tab not opened),"no permalink captured; subject matched from caption text, not URL"
R098,instagram,instagram,DdJmMQUCqy3,https://www.instagram.com/p/DdJmMQUCqy3/,2026-09-11,15,2026-09-26,toponymie-villes-montagnes-fantomes,text-rule,mot,"Bingerville, Brazzaville, Léopoldville : ces",carousel,carousel,Business Suite type column,,,,,141,Meta 'Views' (plays incl. replays; for carousels the counting unit is not documented),70,,3,0,1,1,0,,,,28.4,1,single_platform,lifetime (age in age_days_at_collection),organic (no boost label seen; paid tab not opened),"subject matched from caption text, not URL"
R099,instagram+facebook(combined),instagram+facebook,DdJiDFiCp5H,https://www.instagram.com/p/DdJiDFiCp5H/,2026-09-11,15,2026-09-26,fulbe-personne-appele-comme-ca,ledger-url,peuple,"Peul, Fula, Fulani, Fellata : au Mali, aucun",carousel,multi-photo/carousel,"Business Suite type column (multi-media: carousel on IG, multi-photo on FB; slide count not read)",carrousel,yes,,,265,"Meta 'Views' on a combined IG+FB row; equals Instagram's own count in the one case checked, NOT a sum",2,,3,0,3,1,0,0,,,22.6,,combined_IG+FB,lifetime (age in age_days_at_collection),organic (no boost label seen; paid tab not opened),"combined IG+FB row: metrics cannot be split, do not add or compare to single-platform rows"
R100,instagram+facebook(combined),instagram+facebook,DdCzcu5GeS2,https://www.instagram.com/reel/DdCzcu5GeS2/,2026-09-09,17,2026-09-26,senegal-notre-pirogue,text-rule,pays,Pourquoi le Sénégal porte-t-il ce nom ? Une h,short_video,reel,Business Suite type column,,,35,,1965,"Meta 'Views' on a combined IG+FB row; equals Instagram's own count in the one case checked, NOT a sum",1258,,33,3,3,3,4,0,12 s,,19.8,,combined_IG+FB,lifetime (age in age_days_at_collection),organic (no boost label seen; paid tab not opened),"combined IG+FB row: metrics cannot be split, do not add or compare to single-platform rows; subject matched from caption text, not URL"
R101,instagram+facebook(combined),instagram+facebook,DdCxKEuEoVd,https://www.instagram.com/reel/DdCxKEuEoVd/,2026-09-09,17,2026-09-26,ghana-empire-jamais-sur-son-territoire,text-rule,pays,Le Ghana porte le nom d'un empire qui n'a jam,short_video,reel,Business Suite type column,,,35,,1130,"Meta 'Views' on a combined IG+FB row; equals Instagram's own count in the one case checked, NOT a sum",371,,20,0,3,5,7,0,14 s,,20.4,,combined_IG+FB,lifetime (age in age_days_at_collection),organic (no boost label seen; paid tab not opened),"combined IG+FB row: metrics cannot be split, do not add or compare to single-platform rows; subject matched from caption text, not URL"
R102,facebook,facebook,meta-row-101,,2026-09-07,19,2026-09-26,operator-meta-no-subject,text-rule,,Retrouvez nos publications sur le compte Inst,unknown,unknown,Business Suite type column,,,,,7,Meta 'Views' (plays incl. replays; for carousels the counting unit is not documented),4,,0,0,0,0,0,,,,0,1,single_platform,lifetime (age in age_days_at_collection),organic (no boost label seen; paid tab not opened),"no permalink captured; subject matched from caption text, not URL"
R103,facebook,facebook,meta-row-102,,2026-09-07,19,2026-09-26,bantou-mot-de-linguiste-allemand,text-rule,mot,"« Bantou » désigne une famille de langues, pa",short_video,reel,Business Suite type column,,,35,,453,Meta 'Views' (plays incl. replays; for carousels the counting unit is not documented),396,,6,0,0,1,1,,9 s,,13.2,0.64,single_platform,lifetime (age in age_days_at_collection),organic (no boost label seen; paid tab not opened),"no permalink captured; subject matched from caption text, not URL"
R104,instagram+facebook(combined),instagram+facebook,Dc_y_JPgLm6,https://www.instagram.com/p/Dc_y_JPgLm6/,2026-09-07,19,2026-09-26,bantou-mot-de-linguiste-allemand,text-rule,mot,"« Bantou » désigne une famille de langues, pa",single_photo,single photo,Business Suite type column,,,,,84,"Meta 'Views' on a combined IG+FB row; equals Instagram's own count in the one case checked, NOT a sum",5,,3,0,0,1,0,0,,,35.7,,combined_IG+FB,lifetime (age in age_days_at_collection),organic (no boost label seen; paid tab not opened),"combined IG+FB row: metrics cannot be split, do not add or compare to single-platform rows; subject matched from caption text, not URL"
